STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,month,day,hour,HLY-TEMP-NORMAL,meas_flag_HLY-TEMP-NORMAL,comp_flag_HLY-TEMP-NORMAL,years_HLY-TEMP-NORMAL,HLY-TEMP-10PCTL,meas_flag_HLY-TEMP-10PCTL,comp_flag_HLY-TEMP-10PCTL,years_HLY-TEMP-10PCTL,HLY-TEMP-90PCTL,meas_flag_HLY-TEMP-90PCTL,comp_flag_HLY-TEMP-90PCTL,years_HLY-TEMP-90PCTL,HLY-DEWP-NORMAL,meas_flag_HLY-DEWP-NORMAL,comp_flag_HLY-DEWP-NORMAL,years_HLY-DEWP-NORMAL,HLY-DEWP-10PCTL,meas_flag_HLY-DEWP-10PCTL,comp_flag_HLY-DEWP-10PCTL,years_HLY-DEWP-10PCTL,HLY-DEWP-90PCTL,meas_flag_HLY-DEWP-90PCTL,comp_flag_HLY-DEWP-90PCTL,years_HLY-DEWP-90PCTL,HLY-PRES-NORMAL,meas_flag_HLY-PRES-NORMAL,comp_flag_HLY-PRES-NORMAL,years_HLY-PRES-NORMAL,HLY-PRES-10PCTL,meas_flag_HLY-PRES-10PCTL,comp_flag_HLY-PRES-10PCTL,years_HLY-PRES-10PCTL,HLY-PRES-90PCTL,meas_flag_HLY-PRES-90PCTL,comp_flag_HLY-PRES-90PCTL,years_HLY-PRES-90PCTL,HLY-CLDH-NORMAL,meas_flag_HLY-CLDH-NORMAL,comp_flag_HLY-CLDH-NORMAL,years_HLY-CLDH-NORMAL,HLY-HTDH-NORMAL,meas_flag_HLY-HTDH-NORMAL,comp_flag_HLY-HTDH-NORMAL,years_HLY-HTDH-NORMAL,HLY-CLOD-PCTCLR,meas_flag_HLY-CLOD-PCTCLR,comp_flag_HLY-CLOD-PCTCLR,years_HLY-CLOD-PCTCLR,HLY-CLOD-PCTFEW,meas_flag_HLY-CLOD-PCTFEW,comp_flag_HLY-CLOD-PCTFEW,years_HLY-CLOD-PCTFEW,HLY-CLOD-PCTSCT,meas_flag_HLY-CLOD-PCTSCT,comp_flag_HLY-CLOD-PCTSCT,years_HLY-CLOD-PCTSCT,HLY-CLOD-PCTBKN,meas_flag_HLY-CLOD-PCTBKN,comp_flag_HLY-CLOD-PCTBKN,years_HLY-CLOD-PCTBKN,HLY-CLOD-PCTOVC,meas_flag_HLY-CLOD-PCTOVC,comp_flag_HLY-CLOD-PCTOVC,years_HLY-CLOD-PCTOVC,HLY-HIDX-NORMAL,meas_flag_HLY-HIDX-NORMAL,comp_flag_HLY-HIDX-NORMAL,years_HLY-HIDX-NORMAL,HLY-WCHL-NORMAL,meas_flag_HLY-WCHL-NORMAL,comp_flag_HLY-WCHL-NORMAL,years_HLY-WCHL-NORMAL,HLY-WIND-AVGSPD,meas_flag_HLY-WIND-AVGSPD,comp_flag_HLY-WIND-AVGSPD,years_HLY-WIND-AVGSPD,HLY-WIND-PCTCLM,meas_flag_HLY-WIND-PCTCLM,comp_flag_HLY-WIND-PCTCLM,years_HLY-WIND-PCTCLM,HLY-WIND-VCTDIR,meas_flag_HLY-WIND-VCTDIR,comp_flag_HLY-WIND-VCTDIR,years_HLY-WIND-VCTDIR,HLY-WIND-VCTSPD,meas_flag_HLY-WIND-VCTSPD,comp_flag_HLY-WIND-VCTSPD,years_HLY-WIND-VCTSPD,HLY-WIND-1STDIR,meas_flag_HLY-WIND-1STDIR,comp_flag_HLY-WIND-1STDIR,years_HLY-WIND-1STDIR,HLY-WIND-1STPCT,meas_flag_HLY-WIND-1STPCT,comp_flag_HLY-WIND-1STPCT,years_HLY-WIND-1STPCT,HLY-WIND-2NDDIR,meas_flag_HLY-WIND-2NDDIR,comp_flag_HLY-WIND-2NDDIR,years_HLY-WIND-2NDDIR,HLY-WIND-2NDPCT,meas_flag_HLY-WIND-2NDPCT,comp_flag_HLY-WIND-2NDPCT,years_HLY-WIND-2NDPCT
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T00:00:00,1,1,0,81, ,S,29,77.9, ,S,29,84, ,S,29,76, ,S,29,73.6, ,S,29,78.4, ,S,29,1008.8, ,S,28,1006.1, ,S,28,1011.5, ,S,28,16, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,87.5, ,S,30,81, ,S,30,8.2, ,S,30,12.9, ,S,30,56, ,S,30,4.1, ,S,30,3, ,S,30,22.5, ,S,30,8, ,S,30,19, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T01:00:00,1,1,1,80.7, ,S,29,77.2, ,S,29,83.7, ,S,29,75.9, ,S,29,73.4, ,S,29,78.3, ,S,29,1008.1, ,S,28,1005.2, ,S,28,1010.8, ,S,28,15.7, ,S,29,0, ,S,29,0.9, ,S,30,5.1, ,S,30,12.9, ,S,30,38.1, ,S,30,43, ,S,30,87, ,S,30,80.7, ,S,30,7.9, ,S,30,13.6, ,S,30,56, ,S,30,3.6, ,S,30,8, ,S,30,22.7, ,S,30,3, ,S,30,17.4, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T02:00:00,1,1,2,80.5, ,S,29,77, ,S,29,84, ,S,29,75.8, ,S,29,73.4, ,S,29,78.1, ,S,29,1007.5, ,S,28,1004.7, ,S,28,1010, ,S,28,15.5, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,86.5, ,S,30,80.5, ,S,30,7.8, ,S,30,12.9, ,S,30,59, ,S,30,3.8, ,S,30,8, ,S,30,21.6, ,S,30,3, ,S,30,19.4, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T03:00:00,1,1,3,80.3, ,S,29,77, ,S,29,83.8, ,S,29,75.7, ,S,29,73.4, ,S,29,78.3, ,S,29,1007.1, ,S,28,1004.4, ,S,28,1009.7, ,S,28,15.3, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,86, ,S,30,80.3, ,S,30,7.8, ,S,30,14.3, ,S,30,53, ,S,30,3.5, ,S,30,8, ,S,30,26.1, ,S,30,3, ,S,30,19.3, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T04:00:00,1,1,4,80.1, ,S,29,77, ,S,29,83.3, ,S,29,75.6, ,S,29,73, ,S,29,78.1, ,S,29,1007, ,S,28,1004.2, ,S,28,1009.5, ,S,28,15.1, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,85.7, ,S,30,80.1, ,S,30,7.9, ,S,30,12.9, ,S,30,58, ,S,30,3.6, ,S,30,8, ,S,30,25.8, ,S,30,3, ,S,30,19.3, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T05:00:00,1,1,5,80, ,S,29,76.6, ,S,29,83.1, ,S,29,75.6, ,S,29,72.9, ,S,29,78.1, ,S,29,1007.2, ,S,28,1004.4, ,S,28,1009.8, ,S,28,15, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,85.5, ,S,30,80, ,S,30,7.8, ,S,30,15.4, ,S,30,51, ,S,29,3.5, ,S,29,8, ,S,29,27.2, ,S,29,3, ,S,29,18.5, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T06:00:00,1,1,6,80, ,S,29,77, ,S,29,83.3, ,S,29,75.6, ,S,29,73, ,S,29,78.1, ,S,29,1007.8, ,S,28,1005.1, ,S,28,1010.3, ,S,28,15, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,85.4, ,S,30,80, ,S,30,7.8, ,S,30,12.9, ,S,30,53, ,S,29,3.5, ,S,29,8, ,S,29,24.3, ,S,29,3, ,S,29,18.1, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T07:00:00,1,1,7,81.2, ,S,29,78.1, ,S,29,84, ,S,29,76.2, ,S,29,73.8, ,S,29,78.6, ,S,29,1008.5, ,S,28,1005.9, ,S,28,1011.2, ,S,28,16.2, ,S,29,0, ,S,29,1, ,S,30,2.9, ,S,30,13.3, ,S,30,38.2, ,S,30,44.7, ,S,30,88.1, ,S,30,81.2, ,S,30,7.8, ,S,30,13.1, ,S,30,61, ,S,30,3.6, ,S,30,8, ,S,30,20.5, ,S,30,3, ,S,30,18.2, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T08:00:00,1,1,8,83.3, ,S,29,80.1, ,S,29,86, ,S,29,76.8, ,S,29,74.1, ,S,29,79, ,S,29,1008.8, ,S,28,1005.9, ,S,28,1011.5, ,S,28,18.3, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,92.4, ,S,30,83.3, ,S,30,8.9, ,S,30,9.2, ,S,30,67, ,S,30,5, ,S,30,3, ,S,30,26.8, ,S,30,2, ,S,30,19.6, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T09:00:00,1,1,9,84.4, ,S,29,80.6, ,S,29,87.6, ,S,29,76.9, ,S,29,74.3, ,S,29,79.7, ,S,29,1008.9, ,S,28,1006.1, ,S,28,1011.7, ,S,28,19.4, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,94.5, ,S,30,84.4, ,S,30,10.2, ,S,30,3.2, ,S,30,67, ,S,30,5.9, ,S,30,3, ,S,30,35, ,S,30,2, ,S,30,17.9, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T10:00:00,1,1,10,85.1, ,S,29,81, ,S,29,88, ,S,29,77, ,S,29,74.3, ,S,29,79.9, ,S,29,1008.9, ,S,28,1006.3, ,S,28,1011.5, ,S,28,20.1, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,95.8, ,S,30,85.1, ,S,30,10.7, ,S,30,1.6, ,S,30,65, ,S,30,5.4, ,S,30,3, ,S,30,32.7, ,S,30,4, ,S,30,16.3, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T11:00:00,1,1,11,85.7, ,S,29,80.8, ,S,29,89.1, ,S,29,77.2, ,S,29,74.3, ,S,29,80.2, ,S,29,1008.6, ,S,28,1005.8, ,S,28,1011.2, ,S,28,20.7, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,96.9, ,S,30,85.7, ,S,30,11.2, ,S,30,1.1, ,S,30,61, ,S,30,5.5, ,S,30,3, ,S,30,32.5, ,S,30,2, ,S,30,15.8, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T12:00:00,1,1,12,86, ,S,29,81.1, ,S,29,89.4, ,S,29,77.2, ,S,29,74.5, ,S,29,80.1, ,S,29,1008.2, ,S,28,1005.4, ,S,28,1010.7, ,S,28,21, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,97.4, ,S,30,86, ,S,30,11.4, ,S,30,1.1, ,S,30,61, ,S,30,5.7, ,S,30,3, ,S,30,35.1, ,S,30,8, ,S,30,15.2, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T13:00:00,1,1,13,86, ,S,29,81, ,S,29,89.2, ,S,29,77.1, ,S,29,74.7, ,S,29,79.9, ,S,29,1007.6, ,S,28,1004.9, ,S,28,1010.3, ,S,28,21, ,S,29,0, ,S,29,0.5, ,S,30,5.2, ,S,30,11.3, ,S,30,40.6, ,S,30,42.5, ,S,30,97.2, ,S,30,86, ,S,30,11.4, ,S,30,0.9, ,S,30,64, ,S,30,5.2, ,S,30,3, ,S,30,36.4, ,S,30,8, ,S,30,17.8, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T14:00:00,1,1,14,85.9, ,S,29,80.6, ,S,29,89.6, ,S,29,77, ,S,29,73.9, ,S,29,79.5, ,S,29,1007.2, ,S,28,1004.6, ,S,28,1009.8, ,S,28,20.9, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,97, ,S,30,85.9, ,S,30,11.1, ,S,30,2.1, ,S,30,64, ,S,30,5.1, ,S,30,3, ,S,30,32.9, ,S,30,8, ,S,30,15.1, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T15:00:00,1,1,15,85.7, ,S,29,81, ,S,29,89.1, ,S,29,76.9, ,S,29,74.1, ,S,29,79.7, ,S,29,1006.8, ,S,28,1004.1, ,S,28,1009.3, ,S,28,20.7, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,96.5, ,S,30,85.7, ,S,30,11.2, ,S,30,0.9, ,S,30,61, ,S,30,5.2, ,S,30,3, ,S,30,29.2, ,S,30,1, ,S,30,15.5, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T16:00:00,1,1,16,85.1, ,S,29,81, ,S,29,88.3, ,S,29,76.8, ,S,29,74.1, ,S,29,79.3, ,S,29,1006.5, ,S,28,1003.7, ,S,28,1009.1, ,S,28,20.1, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,95.5, ,S,30,85.1, ,S,30,10.8, ,S,30,1.8, ,S,30,62, ,S,30,4.8, ,S,30,3, ,S,30,29, ,S,30,4, ,S,30,16, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T17:00:00,1,1,17,84.6, ,S,29,80.4, ,S,29,87.8, ,S,29,76.5, ,S,29,73.9, ,S,29,78.8, ,S,29,1006.7, ,S,28,1003.9, ,S,28,1009.3, ,S,28,19.6, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,94.3, ,S,30,84.6, ,S,30,10.2, ,S,30,3.2, ,S,30,60, ,S,30,4.5, ,S,30,3, ,S,30,29.1, ,S,30,8, ,S,30,15, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T18:00:00,1,1,18,83.7, ,S,29,80.1, ,S,29,86, ,S,29,76.3, ,S,29,73.8, ,S,29,78.8, ,S,29,1007.2, ,S,28,1004.4, ,S,28,1009.7, ,S,28,18.7, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,92.6, ,S,30,83.7, ,S,30,9.8, ,S,30,2.5, ,S,30,62, ,S,30,4.3, ,S,30,3, ,S,30,28.4, ,S,30,2, ,S,30,15.7, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T19:00:00,1,1,19,82.7, ,S,29,79.3, ,S,29,85.1, ,S,29,76.1, ,S,29,73.8, ,S,29,78.4, ,S,29,1007.7, ,S,28,1005.1, ,S,28,1010.2, ,S,28,17.7, ,S,29,0, ,S,29,1.2, ,S,30,3.1, ,S,30,11.1, ,S,30,35.5, ,S,30,49.2, ,S,30,90.8, ,S,30,82.7, ,S,30,9.1, ,S,30,6.4, ,S,30,61, ,S,30,4.1, ,S,30,3, ,S,30,24.6, ,S,30,2, ,S,30,16.3, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T20:00:00,1,1,20,82.1, ,S,29,78.8, ,S,29,84.6, ,S,29,76.2, ,S,29,73.6, ,S,29,78.8, ,S,29,1008.3, ,S,28,1005.8, ,S,28,1010.7, ,S,28,17.1, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,89.7, ,S,30,82.1, ,S,30,8.7, ,S,30,10.1, ,S,30,54, ,S,30,3.9, ,S,30,3, ,S,30,20.7, ,S,30,8, ,S,30,18.7, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T21:00:00,1,1,21,81.7, ,S,29,78.8, ,S,29,84.2, ,S,29,76.2, ,S,29,73.8, ,S,29,78.6, ,S,29,1008.7, ,S,28,1005.9, ,S,28,1011.3, ,S,28,16.7, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,89, ,S,30,81.7, ,S,30,8.2, ,S,30,13.6, ,S,30,59, ,S,30,4.1, ,S,30,3, ,S,30,21.7, ,S,30,8, ,S,30,21, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T22:00:00,1,1,22,81.4, ,S,29,78.3, ,S,29,84, ,S,29,76.1, ,S,29,73.8, ,S,29,78.4, ,S,29,1009, ,S,28,1006.3, ,S,28,1011.7, ,S,28,16.4, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,88.4, ,S,30,81.4, ,S,30,8.2, ,S,30,12, ,S,30,59, ,S,30,3.4, ,S,30,8, ,S,30,21, ,S,30,3, ,S,30,19.1, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-01T23:00:00,1,1,23,81.2, ,S,29,78.1, ,S,29,84.2, ,S,29,76.1, ,S,29,73.4, ,S,29,78.8, ,S,29,1009.2, ,S,28,1006.4, ,S,28,1011.9, ,S,28,16.2, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,88, ,S,30,81.2, ,S,30,8.4, ,S,30,12.6, ,S,30,56, ,S,30,3.7, ,S,30,8, ,S,30,22.5, ,S,30,3, ,S,30,21.3, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-02T00:00:00,1,2,0,81, ,S,29,77.7, ,S,29,84, ,S,29,76, ,S,29,73.6, ,S,29,78.4, ,S,29,1008.8, ,S,28,1006.1, ,S,28,1011.5, ,S,28,16, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,87.5, ,S,30,81, ,S,30,8.3, ,S,30,12.6, ,S,30,52, ,S,30,3.8, ,S,30,3, ,S,30,20.4, ,S,30,1, ,S,30,19.1, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-02T01:00:00,1,2,1,80.7, ,S,29,77.2, ,S,29,83.7, ,S,29,75.9, ,S,29,73.4, ,S,29,78.1, ,S,29,1008.1, ,S,28,1005.2, ,S,28,1010.8, ,S,28,15.7, ,S,29,0, ,S,29,0.9, ,S,30,4.9, ,S,30,12.2, ,S,30,37.7, ,S,30,44.3, ,S,30,86.9, ,S,30,80.7, ,S,30,7.9, ,S,30,13.8, ,S,30,54, ,S,30,3.3, ,S,30,8, ,S,30,21.8, ,S,30,3, ,S,30,16.2, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-02T02:00:00,1,2,2,80.5, ,S,29,77, ,S,29,84, ,S,29,75.8, ,S,29,73.4, ,S,29,78.1, ,S,29,1007.5, ,S,28,1004.7, ,S,28,1010.2, ,S,28,15.5, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,86.4, ,S,30,80.5, ,S,30,7.7, ,S,30,12.9, ,S,30,55, ,S,30,3.5, ,S,30,8, ,S,30,23.4, ,S,30,3, ,S,30,17.6, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-02T03:00:00,1,2,3,80.3, ,S,29,77, ,S,29,83.7, ,S,29,75.7, ,S,29,73.4, ,S,29,78.3, ,S,29,1007.1, ,S,28,1004.4, ,S,28,1009.8, ,S,28,15.3, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,86, ,S,30,80.3, ,S,30,7.8, ,S,30,14.7, ,S,30,48, ,S,30,3.3, ,S,30,8, ,S,30,27.3, ,S,30,3, ,S,30,17.9, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-02T04:00:00,1,2,4,80.1, ,S,29,77, ,S,29,83.3, ,S,29,75.6, ,S,29,73, ,S,29,78.1, ,S,29,1007, ,S,28,1004.2, ,S,28,1009.5, ,S,28,15.1, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,85.6, ,S,30,80.1, ,S,30,7.9, ,S,30,12, ,S,30,50, ,S,30,3.2, ,S,30,8, ,S,30,27.8, ,S,30,3, ,S,30,17.7, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-02T05:00:00,1,2,5,79.9, ,S,29,76.6, ,S,29,83.1, ,S,29,75.6, ,S,29,72.9, ,S,29,77.9, ,S,29,1007.2, ,S,28,1004.4, ,S,28,1009.8, ,S,28,14.9, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,85.3, ,S,30,79.9, ,S,30,7.9, ,S,30,14.5, ,S,30,46, ,S,29,3.3, ,S,29,8, ,S,29,28.2, ,S,29,3, ,S,29,17.1, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-02T06:00:00,1,2,6,80, ,S,29,77, ,S,29,83.3, ,S,29,75.5, ,S,29,73, ,S,29,77.7, ,S,29,1007.8, ,S,28,1005.2, ,S,28,1010.3, ,S,28,15, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,85.3, ,S,30,80, ,S,30,7.8, ,S,30,13.3, ,S,30,47, ,S,29,3.2, ,S,29,8, ,S,29,26.1, ,S,29,3, ,S,29,16.3, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-02T07:00:00,1,2,7,81.1, ,S,29,78.1, ,S,29,84, ,S,29,76.2, ,S,29,73.8, ,S,29,78.6, ,S,29,1008.5, ,S,28,1005.9, ,S,28,1011.2, ,S,28,16.1, ,S,29,0, ,S,29,1, ,S,30,3.1, ,S,30,13.5, ,S,30,36.8, ,S,30,45.6, ,S,30,87.9, ,S,30,81.1, ,S,30,7.7, ,S,30,13.6, ,S,30,55, ,S,30,3.3, ,S,30,8, ,S,30,21.1, ,S,30,2, ,S,30,16.2, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-02T08:00:00,1,2,8,83.3, ,S,29,79.9, ,S,29,86, ,S,29,76.7, ,S,29,73.9, ,S,29,79, ,S,29,1008.8, ,S,28,1005.9, ,S,28,1011.5, ,S,28,18.3, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,92.4, ,S,30,83.3, ,S,30,8.8, ,S,30,9.7, ,S,30,65, ,S,30,4.6, ,S,30,3, ,S,30,25.6, ,S,30,2, ,S,30,18.9, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-02T09:00:00,1,2,9,84.4, ,S,29,80.6, ,S,29,87.6, ,S,29,76.9, ,S,29,74.1, ,S,29,79.7, ,S,29,1008.9, ,S,28,1006.1, ,S,28,1011.7, ,S,28,19.4, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,94.3, ,S,30,84.4, ,S,30,10.1, ,S,30,3.4, ,S,30,65, ,S,30,5.7, ,S,30,3, ,S,30,33, ,S,30,2, ,S,30,17.6, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-02T10:00:00,1,2,10,85.1, ,S,29,81, ,S,29,88, ,S,29,77, ,S,29,74.1, ,S,29,79.9, ,S,29,1008.9, ,S,28,1006.1, ,S,28,1011.5, ,S,28,20.1, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,95.7, ,S,30,85.1, ,S,30,10.7, ,S,30,1.6, ,S,30,62, ,S,30,5.3, ,S,30,3, ,S,30,31.8, ,S,30,4, ,S,30,16.3, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-02T11:00:00,1,2,11,85.7, ,S,29,80.6, ,S,29,89.1, ,S,29,77.1, ,S,29,74.3, ,S,29,80.1, ,S,29,1008.6, ,S,28,1005.8, ,S,28,1011.2, ,S,28,20.7, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,96.8, ,S,30,85.7, ,S,30,11.1, ,S,30,0.9, ,S,30,59, ,S,30,5.3, ,S,30,3, ,S,30,31.2, ,S,30,8, ,S,30,15.7, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-02T12:00:00,1,2,12,86, ,S,29,81.1, ,S,29,89.6, ,S,29,77.2, ,S,29,74.5, ,S,29,80.1, ,S,29,1008.1, ,S,28,1005.4, ,S,28,1010.8, ,S,28,21, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,97.4, ,S,30,86, ,S,30,11.3, ,S,30,1.4, ,S,30,59, ,S,30,5.5, ,S,30,3, ,S,30,34.4, ,S,30,8, ,S,30,16.3, ,S,30
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,01-02T13:00:00,1,2,13,86, ,S,29,81, ,S,29,89.4, ,S,29,77.1, ,S,29,74.5, ,S,29,79.9, ,S,29,1007.6, ,S,28,1004.9, ,S,28,1010.3, ,S,28,21, ,S,29,0, ,S,29,0.5, ,S,30,5.2, ,S,30,12, ,S,30,40.5, ,S,30,41.9, ,S,30,97.3, ,S,30,86, ,S,30,11.4, ,S,30,0.9, ,S,30,63, ,S,30,5, ,S,30,3, ,S,30,35.2, ,S,30,8, ,S,30,18.4, ,S,30
