STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,month,day,hour,HLY-TEMP-NORMAL,meas_flag_HLY-TEMP-NORMAL,comp_flag_HLY-TEMP-NORMAL,years_HLY-TEMP-NORMAL,HLY-TEMP-10PCTL,meas_flag_HLY-TEMP-10PCTL,comp_flag_HLY-TEMP-10PCTL,years_HLY-TEMP-10PCTL,HLY-TEMP-90PCTL,meas_flag_HLY-TEMP-90PCTL,comp_flag_HLY-TEMP-90PCTL,years_HLY-TEMP-90PCTL,HLY-DEWP-NORMAL,meas_flag_HLY-DEWP-NORMAL,comp_flag_HLY-DEWP-NORMAL,years_HLY-DEWP-NORMAL,HLY-DEWP-10PCTL,meas_flag_HLY-DEWP-10PCTL,comp_flag_HLY-DEWP-10PCTL,years_HLY-DEWP-10PCTL,HLY-DEWP-90PCTL,meas_flag_HLY-DEWP-90PCTL,comp_flag_HLY-DEWP-90PCTL,years_HLY-DEWP-90PCTL,HLY-PRES-NORMAL,meas_flag_HLY-PRES-NORMAL,comp_flag_HLY-PRES-NORMAL,years_HLY-PRES-NORMAL,HLY-PRES-10PCTL,meas_flag_HLY-PRES-10PCTL,comp_flag_HLY-PRES-10PCTL,years_HLY-PRES-10PCTL,HLY-PRES-90PCTL,meas_flag_HLY-PRES-90PCTL,comp_flag_HLY-PRES-90PCTL,years_HLY-PRES-90PCTL,HLY-CLDH-NORMAL,meas_flag_HLY-CLDH-NORMAL,comp_flag_HLY-CLDH-NORMAL,years_HLY-CLDH-NORMAL,HLY-HTDH-NORMAL,meas_flag_HLY-HTDH-NORMAL,comp_flag_HLY-HTDH-NORMAL,years_HLY-HTDH-NORMAL,HLY-CLOD-PCTCLR,meas_flag_HLY-CLOD-PCTCLR,comp_flag_HLY-CLOD-PCTCLR,years_HLY-CLOD-PCTCLR,HLY-CLOD-PCTFEW,meas_flag_HLY-CLOD-PCTFEW,comp_flag_HLY-CLOD-PCTFEW,years_HLY-CLOD-PCTFEW,HLY-CLOD-PCTSCT,meas_flag_HLY-CLOD-PCTSCT,comp_flag_HLY-CLOD-PCTSCT,years_HLY-CLOD-PCTSCT,HLY-CLOD-PCTBKN,meas_flag_HLY-CLOD-PCTBKN,comp_flag_HLY-CLOD-PCTBKN,years_HLY-CLOD-PCTBKN,HLY-CLOD-PCTOVC,meas_flag_HLY-CLOD-PCTOVC,comp_flag_HLY-CLOD-PCTOVC,years_HLY-CLOD-PCTOVC,HLY-HIDX-NORMAL,meas_flag_HLY-HIDX-NORMAL,comp_flag_HLY-HIDX-NORMAL,years_HLY-HIDX-NORMAL,HLY-WCHL-NORMAL,meas_flag_HLY-WCHL-NORMAL,comp_flag_HLY-WCHL-NORMAL,years_HLY-WCHL-NORMAL,HLY-WIND-AVGSPD,meas_flag_HLY-WIND-AVGSPD,comp_flag_HLY-WIND-AVGSPD,years_HLY-WIND-AVGSPD,HLY-WIND-PCTCLM,meas_flag_HLY-WIND-PCTCLM,comp_flag_HLY-WIND-PCTCLM,years_HLY-WIND-PCTCLM,HLY-WIND-VCTDIR,meas_flag_HLY-WIND-VCTDIR,comp_flag_HLY-WIND-VCTDIR,years_HLY-WIND-VCTDIR,HLY-WIND-VCTSPD,meas_flag_HLY-WIND-VCTSPD,comp_flag_HLY-WIND-VCTSPD,years_HLY-WIND-VCTSPD,HLY-WIND-1STDIR,meas_flag_HLY-WIND-1STDIR,comp_flag_HLY-WIND-1STDIR,years_HLY-WIND-1STDIR,HLY-WIND-1STPCT,meas_flag_HLY-WIND-1STPCT,comp_flag_HLY-WIND-1STPCT,years_HLY-WIND-1STPCT,HLY-WIND-2NDDIR,meas_flag_HLY-WIND-2NDDIR,comp_flag_HLY-WIND-2NDDIR,years_HLY-WIND-2NDDIR,HLY-WIND-2NDPCT,meas_flag_HLY-WIND-2NDPCT,comp_flag_HLY-WIND-2NDPCT,years_HLY-WIND-2NDPCT
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-11T08:00:00,3,11,8,83, ,S,29,80.2, ,S,29,86, ,S,29,77.4, ,S,28,75, ,S,28,79.9, ,S,28,1010.1, ,S,28,1007.1, ,S,28,1012.7, ,S,28,18, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,92.5, ,S,28,83, ,S,29,7.3, ,S,29,17.5, ,S,29,59, ,S,29,3.9, ,S,29,3, ,S,29,22.5, ,S,29,2, ,S,29,20.5, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-11T09:00:00,3,11,9,84.8, ,S,29,81.1, ,S,29,87.8, ,S,29,77.5, ,S,28,75.2, ,S,28,79.9, ,S,28,1010.5, ,S,28,1007.5, ,S,28,1013.2, ,S,28,19.8, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,95.8, ,S,28,84.8, ,S,29,9, ,S,29,3.4, ,S,29,67, ,S,29,5.2, ,S,29,3, ,S,29,32.6, ,S,29,2, ,S,29,23, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-11T10:00:00,3,11,10,85.9, ,S,29,82.4, ,S,29,88.7, ,S,29,77.7, ,S,28,75.2, ,S,28,80.2, ,S,28,1010.5, ,S,28,1007.5, ,S,28,1013, ,S,28,20.9, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,97.9, ,S,28,85.9, ,S,29,10.1, ,S,29,0.7, ,S,29,72, ,S,29,5.7, ,S,29,3, ,S,29,40.2, ,S,29,2, ,S,29,16.4, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-11T11:00:00,3,11,11,86.4, ,S,29,82.6, ,S,29,89.6, ,S,29,77.8, ,S,28,75, ,S,28,80.6, ,S,28,1010.2, ,S,28,1007.1, ,S,28,1012.9, ,S,28,21.4, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,98.9, ,S,28,86.4, ,S,29,10.6, ,S,29,0.5, ,S,29,72, ,S,29,5.8, ,S,29,3, ,S,29,38.2, ,S,29,2, ,S,29,17.5, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-11T12:00:00,3,11,12,86.7, ,S,29,82.6, ,S,29,89.8, ,S,29,77.8, ,S,28,75.2, ,S,28,80.6, ,S,28,1009.8, ,S,28,1006.8, ,S,28,1012.5, ,S,28,21.7, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,99.4, ,S,28,86.7, ,S,29,10.8, ,S,29,0.9, ,S,29,72, ,S,29,5.5, ,S,29,3, ,S,29,39.4, ,S,29,2, ,S,29,16.2, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-11T13:00:00,3,11,13,86.7, ,S,29,82.8, ,S,29,90, ,S,29,77.7, ,S,28,75, ,S,28,80.1, ,S,28,1009, ,S,28,1005.9, ,S,28,1011.9, ,S,28,21.7, ,S,29,0, ,S,29,0.7, ,S,29,4, ,S,29,19.3, ,S,29,40.7, ,S,29,35.2, ,S,29,99.1, ,S,28,86.7, ,S,29,11, ,S,29,0.5, ,S,29,70, ,S,29,5.2, ,S,29,3, ,S,29,35.9, ,S,29,2, ,S,29,15.2, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-11T14:00:00,3,11,14,86.7, ,S,29,82.4, ,S,29,90, ,S,29,77.5, ,S,28,75.2, ,S,28,80.1, ,S,28,1008.4, ,S,28,1005.4, ,S,28,1011, ,S,28,21.7, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,98.9, ,S,28,86.7, ,S,29,11.1, ,S,29,1.1, ,S,29,68, ,S,29,5.1, ,S,29,3, ,S,29,33.8, ,S,29,2, ,S,29,14.6, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-11T15:00:00,3,11,15,86.3, ,S,29,82.4, ,S,29,89.6, ,S,29,77.5, ,S,28,75, ,S,28,80.1, ,S,28,1008, ,S,28,1005.1, ,S,28,1010.7, ,S,28,21.3, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,98.2, ,S,28,86.3, ,S,29,10.8, ,S,29,1.4, ,S,29,69, ,S,29,4.9, ,S,29,3, ,S,29,34.7, ,S,29,2, ,S,29,13.2, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-11T16:00:00,3,11,16,85.8, ,S,29,81.7, ,S,29,89.1, ,S,29,77.2, ,S,28,74.8, ,S,28,79.5, ,S,28,1007.8, ,S,28,1005.1, ,S,28,1010.5, ,S,28,20.8, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,96.9, ,S,28,85.8, ,S,29,10.2, ,S,29,1.4, ,S,29,68, ,S,29,4.6, ,S,29,3, ,S,29,32.2, ,S,29,2, ,S,29,15.3, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-11T17:00:00,3,11,17,85.1, ,S,29,81, ,S,29,88, ,S,29,76.9, ,S,28,74.5, ,S,28,79.2, ,S,28,1007.9, ,S,28,1005.1, ,S,28,1010.5, ,S,28,20.1, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,95.5, ,S,28,85.1, ,S,29,9.6, ,S,29,1.4, ,S,29,63, ,S,29,4.2, ,S,29,3, ,S,29,31.3, ,S,29,2, ,S,29,15.1, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-11T18:00:00,3,11,18,84.2, ,S,29,80.4, ,S,29,86.7, ,S,29,76.8, ,S,28,74.3, ,S,28,79, ,S,28,1008.3, ,S,28,1005.6, ,S,28,1011, ,S,28,19.2, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,93.9, ,S,28,84.2, ,S,29,9, ,S,29,3.4, ,S,29,64, ,S,29,4.1, ,S,29,3, ,S,29,26.6, ,S,29,2, ,S,29,18.4, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-11T19:00:00,3,11,19,83.1, ,S,29,80.1, ,S,29,85.5, ,S,29,76.7, ,S,28,74.3, ,S,28,79, ,S,28,1009, ,S,28,1006.1, ,S,28,1011.5, ,S,28,18.1, ,S,29,0, ,S,29,1.2, ,S,29,6.7, ,S,29,16, ,S,29,36.4, ,S,29,39.8, ,S,29,91.9, ,S,28,83.1, ,S,29,8.2, ,S,29,7.1, ,S,29,55, ,S,29,3.6, ,S,29,3, ,S,29,23.3, ,S,29,8, ,S,29,18.9, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-11T20:00:00,3,11,20,82.2, ,S,29,79, ,S,29,84.9, ,S,29,76.8, ,S,28,74.3, ,S,28,79, ,S,28,1009.6, ,S,28,1006.8, ,S,28,1012.2, ,S,28,17.2, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,90.5, ,S,28,82.2, ,S,29,7.4, ,S,29,11.7, ,S,29,54, ,S,29,3.1, ,S,29,8, ,S,29,21.5, ,S,29,3, ,S,29,19.8, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-11T21:00:00,3,11,21,81.8, ,S,29,78.8, ,S,29,84.9, ,S,29,76.7, ,S,28,74.5, ,S,28,78.8, ,S,28,1010.1, ,S,28,1007.1, ,S,28,1012.7, ,S,28,16.8, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,89.7, ,S,28,81.8, ,S,29,7.2, ,S,29,14.5, ,S,29,57, ,S,29,3.1, ,S,29,8, ,S,29,25.8, ,S,29,3, ,S,29,20.9, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-11T22:00:00,3,11,22,81.5, ,S,29,78.1, ,S,29,84.4, ,S,29,76.7, ,S,29,74.3, ,S,29,79, ,S,29,1010.5, ,S,28,1007.6, ,S,28,1013, ,S,28,16.5, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,88.9, ,S,29,81.5, ,S,29,7.2, ,S,29,14.7, ,S,29,51, ,S,29,3, ,S,29,8, ,S,29,23.9, ,S,29,3, ,S,29,18.6, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-11T23:00:00,3,11,23,81.3, ,S,29,78.4, ,S,29,84.2, ,S,29,76.7, ,S,28,74.3, ,S,28,79, ,S,28,1010.6, ,S,28,1007.6, ,S,28,1013, ,S,28,16.3, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,88.7, ,S,28,81.3, ,S,29,7.1, ,S,29,16.6, ,S,29,58, ,S,29,3.3, ,S,29,8, ,S,29,22.9, ,S,29,3, ,S,29,18.6, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T00:00:00,3,12,0,81.1, ,S,29,77.9, ,S,29,84.4, ,S,29,76.7, ,S,28,74.5, ,S,28,79, ,S,28,1010.2, ,S,28,1007.1, ,S,28,1012.9, ,S,28,16.1, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,88.3, ,S,28,81.1, ,S,29,7, ,S,29,15.2, ,S,29,59, ,S,27,3.2, ,S,27,8, ,S,27,22.7, ,S,27,3, ,S,27,22.3, ,S,27
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T01:00:00,3,12,1,80.8, ,S,29,77.7, ,S,29,84, ,S,29,76.5, ,S,28,73.9, ,S,28,78.8, ,S,28,1009.7, ,S,28,1006.6, ,S,28,1012.4, ,S,28,15.8, ,S,29,0, ,S,29,2.2, ,S,29,9.1, ,S,29,22.4, ,S,29,35.6, ,S,29,30.8, ,S,29,87.5, ,S,28,80.8, ,S,29,7.1, ,S,29,10.6, ,S,29,45, ,S,29,2.7, ,S,29,8, ,S,29,27.5, ,S,29,3, ,S,29,19.7, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T02:00:00,3,12,2,80.5, ,S,29,77, ,S,29,83.8, ,S,29,76.4, ,S,28,74.1, ,S,28,78.8, ,S,28,1009.2, ,S,28,1005.9, ,S,28,1011.7, ,S,28,15.5, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,87, ,S,28,80.5, ,S,29,7.1, ,S,29,13.8, ,S,29,49, ,S,29,2.9, ,S,29,8, ,S,29,28.1, ,S,29,3, ,S,29,21.2, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T03:00:00,3,12,3,80.2, ,S,29,77, ,S,29,83.5, ,S,29,76.3, ,S,28,73.9, ,S,28,78.8, ,S,28,1008.7, ,S,28,1005.6, ,S,28,1011.2, ,S,28,15.2, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,86.3, ,S,28,80.2, ,S,29,7, ,S,29,15.4, ,S,29,40, ,S,29,2.7, ,S,29,8, ,S,29,28.6, ,S,29,3, ,S,29,16.7, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T04:00:00,3,12,4,80, ,S,29,77, ,S,29,83.7, ,S,29,76.2, ,S,28,73.9, ,S,28,78.4, ,S,28,1008.5, ,S,28,1005.6, ,S,28,1011.2, ,S,28,15, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,85.8, ,S,28,80, ,S,29,6.7, ,S,29,19.8, ,S,29,46, ,S,28,2.7, ,S,28,8, ,S,28,25.5, ,S,28,3, ,S,28,18.8, ,S,28
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T05:00:00,3,12,5,80, ,S,29,77, ,S,29,83.8, ,S,29,76.1, ,S,28,73.4, ,S,28,78.8, ,S,28,1008.7, ,S,28,1005.8, ,S,28,1011.3, ,S,28,15, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,85.7, ,S,28,80, ,S,29,6.9, ,S,29,16.1, ,S,29,43, ,S,28,2.6, ,S,28,8, ,S,28,23.7, ,S,28,3, ,S,28,16.7, ,S,28
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T06:00:00,3,12,6,79.9, ,S,29,77, ,S,29,83.7, ,S,29,76.2, ,S,28,73.9, ,S,28,78.8, ,S,28,1009.1, ,S,28,1006.1, ,S,28,1011.9, ,S,28,14.9, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,85.7, ,S,28,79.9, ,S,29,7, ,S,29,17.7, ,S,29,57, ,S,28,2.7, ,S,28,8, ,S,28,22.2, ,S,28,3, ,S,28,17.8, ,S,28
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T07:00:00,3,12,7,80.2, ,S,29,77, ,S,29,83.8, ,S,29,76.4, ,S,28,73.9, ,S,28,78.6, ,S,28,1009.6, ,S,28,1006.6, ,S,28,1012.2, ,S,28,15.2, ,S,29,0, ,S,29,1.4, ,S,29,7.1, ,S,29,16.2, ,S,29,41.1, ,S,29,34.2, ,S,29,86.3, ,S,28,80.2, ,S,29,7.4, ,S,29,14.7, ,S,29,52, ,S,29,2.8, ,S,29,8, ,S,29,26.4, ,S,29,3, ,S,29,17.6, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T08:00:00,3,12,8,83, ,S,29,80.1, ,S,29,86, ,S,29,77.4, ,S,28,75, ,S,28,79.9, ,S,28,1010.1, ,S,28,1007.3, ,S,28,1012.7, ,S,28,18, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,92.5, ,S,28,83, ,S,29,7.3, ,S,29,17.9, ,S,29,59, ,S,29,3.9, ,S,29,3, ,S,29,22.4, ,S,29,2, ,S,29,19.7, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T09:00:00,3,12,9,84.8, ,S,29,81.1, ,S,29,87.8, ,S,29,77.5, ,S,28,75.2, ,S,28,80.1, ,S,28,1010.6, ,S,28,1007.8, ,S,28,1013.2, ,S,28,19.8, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,95.8, ,S,28,84.8, ,S,29,9, ,S,29,4.1, ,S,29,69, ,S,29,5.3, ,S,29,3, ,S,29,35.1, ,S,29,2, ,S,29,21.6, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T10:00:00,3,12,10,85.9, ,S,29,82.4, ,S,29,88.7, ,S,29,77.7, ,S,28,75.2, ,S,28,80.2, ,S,28,1010.5, ,S,28,1007.6, ,S,28,1013.2, ,S,28,20.9, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,97.9, ,S,28,85.9, ,S,29,10.1, ,S,29,0.9, ,S,29,73, ,S,29,5.9, ,S,29,3, ,S,29,42.9, ,S,29,2, ,S,29,15.6, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T11:00:00,3,12,11,86.4, ,S,29,82.6, ,S,29,89.6, ,S,29,77.8, ,S,28,75, ,S,28,80.6, ,S,28,1010.3, ,S,28,1007.3, ,S,28,1012.9, ,S,28,21.4, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,98.8, ,S,28,86.4, ,S,29,10.6, ,S,29,0.7, ,S,29,74, ,S,29,5.8, ,S,29,3, ,S,29,40, ,S,29,2, ,S,29,15.4, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T12:00:00,3,12,12,86.7, ,S,29,82.9, ,S,29,89.6, ,S,29,77.8, ,S,28,75.2, ,S,28,80.6, ,S,28,1009.8, ,S,28,1006.9, ,S,28,1012.5, ,S,28,21.7, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,99.4, ,S,28,86.7, ,S,29,10.7, ,S,29,1.4, ,S,29,74, ,S,29,5.7, ,S,29,3, ,S,29,41.8, ,S,29,2, ,S,29,15.4, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T13:00:00,3,12,13,86.7, ,S,29,82.9, ,S,29,90, ,S,29,77.7, ,S,28,75, ,S,28,80.1, ,S,28,1009.1, ,S,28,1006.1, ,S,28,1011.9, ,S,28,21.7, ,S,29,0, ,S,29,0.7, ,S,29,4, ,S,29,19, ,S,29,41.2, ,S,29,35, ,S,29,99.1, ,S,28,86.7, ,S,29,11.1, ,S,29,0.2, ,S,29,71, ,S,29,5.3, ,S,29,3, ,S,29,37.6, ,S,29,2, ,S,29,14.4, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T14:00:00,3,12,14,86.7, ,S,29,82.4, ,S,29,90, ,S,29,77.5, ,S,28,75, ,S,28,80.1, ,S,28,1008.4, ,S,28,1005.6, ,S,28,1011.2, ,S,28,21.7, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,98.9, ,S,28,86.7, ,S,29,11, ,S,29,1.1, ,S,29,70, ,S,29,5.3, ,S,29,3, ,S,29,36.3, ,S,29,8, ,S,29,14.6, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T15:00:00,3,12,15,86.3, ,S,29,82.4, ,S,29,89.6, ,S,29,77.4, ,S,28,75, ,S,28,80.1, ,S,28,1008.1, ,S,28,1005.4, ,S,28,1010.7, ,S,28,21.3, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,98.2, ,S,28,86.3, ,S,29,10.8, ,S,29,1.6, ,S,29,71, ,S,29,5, ,S,29,3, ,S,29,36.1, ,S,29,4, ,S,29,13.3, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T16:00:00,3,12,16,85.8, ,S,29,81.9, ,S,29,89.1, ,S,29,77.2, ,S,28,74.8, ,S,28,79.5, ,S,28,1007.9, ,S,28,1005.1, ,S,28,1010.5, ,S,28,20.8, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,97, ,S,28,85.8, ,S,29,10.3, ,S,29,1.4, ,S,29,71, ,S,29,4.7, ,S,29,3, ,S,29,34, ,S,29,2, ,S,29,14.2, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T17:00:00,3,12,17,85.1, ,S,29,81, ,S,29,88, ,S,29,76.9, ,S,28,74.1, ,S,28,79.2, ,S,28,1008, ,S,28,1005.2, ,S,28,1010.7, ,S,28,20.1, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,95.5, ,S,28,85.1, ,S,29,9.7, ,S,29,1.6, ,S,29,65, ,S,29,4.5, ,S,29,3, ,S,29,32.7, ,S,29,2, ,S,29,15.1, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T18:00:00,3,12,18,84.1, ,S,29,80.4, ,S,29,86.7, ,S,29,76.7, ,S,28,74.1, ,S,28,79, ,S,28,1008.4, ,S,28,1005.6, ,S,28,1011, ,S,28,19.1, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,93.7, ,S,28,84.1, ,S,29,9.1, ,S,29,3.9, ,S,29,66, ,S,29,4.4, ,S,29,3, ,S,29,28.5, ,S,29,2, ,S,29,17.8, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T19:00:00,3,12,19,83, ,S,29,80.1, ,S,29,85.5, ,S,29,76.7, ,S,28,74.1, ,S,28,79, ,S,28,1009, ,S,28,1006.1, ,S,28,1011.7, ,S,28,18, ,S,29,0, ,S,29,1.2, ,S,29,6, ,S,29,15.7, ,S,29,38.3, ,S,29,38.8, ,S,29,91.8, ,S,28,83, ,S,29,8.1, ,S,29,7.6, ,S,29,56, ,S,29,3.6, ,S,29,3, ,S,29,23.6, ,S,29,8, ,S,29,19, ,S,29
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T20:00:00,3,12,20,82.2, ,S,29,79, ,S,29,84.9, ,S,29,76.8, ,S,28,74.1, ,S,28,79, ,S,28,1009.6, ,S,28,1006.8, ,S,28,1012.2, ,S,28,17.2, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,90.4, ,S,28,82.2, ,S,29,7.3, ,S,29,12.9, ,S,29,57, ,S,28,3.1, ,S,28,8, ,S,28,20.3, ,S,28,3, ,S,28,19.3, ,S,28
AQW00061705,"PAGO PAGO WSO AP, AS AQ",-14.3306,-170.7136,3.7,03-12T21:00:00,3,12,21,81.8, ,S,29,78.8, ,S,29,84.7, ,S,29,76.7, ,S,28,74.5, ,S,28,78.8, ,S,28,1010.1, ,S,28,1007.3, ,S,28,1012.7, ,S,28,16.8, ,S,29,0, ,S,29,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,-9999,M, ,0,89.6, ,S,28,81.8, ,S,29,7.1, ,S,29,15.4, ,S,29,60, ,S,28,3.1, ,S,28,8, ,S,28,25.5, ,S,28,3, ,S,28,21.7, ,S,28
